Fecha,Hora,SO2,NO,NO2,PM10,"PM2,5",O3,Año
2014-08-26 00:00:00,2,3.0,2.0,9.0,21.0,12.0,38.0,2014
2014-08-26 00:00:00,3,3.0,1.0,9.0,22.0,12.0,40.0,2014
2014-08-26 00:00:00,4,3.0,1.0,9.0,21.0,12.0,42.0,2014
2014-08-26 00:00:00,5,3.0,2.0,8.0,20.0,11.0,38.0,2014
2014-08-26 00:00:00,6,3.0,4.0,14.0,20.0,11.0,31.0,2014
2014-08-26 00:00:00,7,3.0,2.0,11.0,21.0,12.0,45.0,2014
2014-08-26 00:00:00,8,3.0,2.0,8.0,29.0,10.0,59.0,2014
2014-08-26 00:00:00,9,4.0,3.0,12.0,27.0,9.0,59.0,2014
2014-08-26 00:00:00,10,5.0,5.0,15.0,25.0,9.0,63.0,2014
2014-08-26 00:00:00,11,4.0,3.0,9.0,31.0,10.0,78.0,2014
2014-08-26 00:00:00,12,4.0,3.0,9.0,33.0,11.0,86.0,2014
2014-08-26 00:00:00,13,4.0,3.0,8.0,28.0,10.0,97.0,2014
2014-08-26 00:00:00,14,4.0,2.0,9.0,34.0,11.0,96.0,2014
2014-08-26 00:00:00,15,4.0,2.0,6.0,28.0,12.0,99.0,2014
2014-08-26 00:00:00,16,3.0,2.0,6.0,31.0,13.0,92.0,2014
2014-08-26 00:00:00,17,3.0,2.0,7.0,36.0,13.0,79.0,2014
2014-08-26 00:00:00,18,3.0,2.0,6.0,40.0,14.0,73.0,2014
2014-08-26 00:00:00,19,3.0,2.0,6.0,40.0,15.0,70.0,2014
2014-08-26 00:00:00,20,3.0,2.0,9.0,47.0,17.0,64.0,2014
2014-08-26 00:00:00,21,3.0,1.0,7.0,35.0,17.0,65.0,2014
2014-08-26 00:00:00,22,3.0,2.0,8.0,31.0,18.0,61.0,2014
2014-08-26 00:00:00,23,3.0,1.0,9.0,30.0,17.0,52.0,2014
2014-08-26 00:00:00,24,3.0,2.0,7.0,33.0,18.0,54.0,2014
2014-08-27 00:00:00,1,3.0,2.0,5.0,32.0,18.0,51.0,2014
2014-08-27 00:00:00,2,3.0,2.0,5.0,28.0,15.0,51.0,2014
2014-08-27 00:00:00,3,3.0,2.0,5.0,30.0,17.0,50.0,2014
2014-08-27 00:00:00,4,3.0,2.0,7.0,29.0,16.0,42.0,2014
2014-08-27 00:00:00,5,2.0,2.0,5.0,30.0,17.0,50.0,2014
2014-08-27 00:00:00,6,2.0,2.0,6.0,30.0,16.0,45.0,2014
2014-08-27 00:00:00,7,3.0,2.0,9.0,29.0,16.0,39.0,2014
2014-08-27 00:00:00,8,3.0,2.0,8.0,32.0,15.0,52.0,2014
2014-08-27 00:00:00,9,3.0,3.0,8.0,35.0,14.0,55.0,2014
2014-08-27 00:00:00,10,3.0,3.0,10.0,38.0,14.0,55.0,2014
2014-08-27 00:00:00,11,3.0,3.0,11.0,47.0,16.0,59.0,2014
2014-08-27 00:00:00,12,3.0,3.0,11.0,47.0,17.0,61.0,2014
2014-08-27 00:00:00,13,3.0,2.0,9.0,45.0,18.0,68.0,2014
2014-08-27 00:00:00,14,3.0,2.0,8.0,49.0,18.0,69.0,2014
2014-08-27 00:00:00,15,3.0,2.0,7.0,49.0,18.0,72.0,2014
2014-08-27 00:00:00,16,3.0,2.0,9.0,51.0,18.0,70.0,2014
2014-08-27 00:00:00,17,3.0,2.0,10.0,49.0,17.0,67.0,2014
2014-08-27 00:00:00,18,3.0,2.0,13.0,50.0,18.0,57.0,2014
2014-08-27 00:00:00,19,3.0,2.0,19.0,54.0,18.0,47.0,2014
2014-08-27 00:00:00,20,3.0,2.0,16.0,56.0,18.0,43.0,2014
2014-08-27 00:00:00,21,3.0,2.0,16.0,46.0,20.0,40.0,2014
2014-08-27 00:00:00,22,3.0,2.0,14.0,38.0,22.0,41.0,2014
2014-08-27 00:00:00,23,2.0,2.0,11.0,37.0,21.0,38.0,2014
2014-08-27 00:00:00,24,2.0,2.0,9.0,37.0,21.0,42.0,2014
2014-08-28 00:00:00,1,2.0,1.0,8.0,37.0,21.0,43.0,2014
2014-08-28 00:00:00,2,2.0,2.0,10.0,36.0,20.0,38.0,2014
2014-08-28 00:00:00,3,2.0,2.0,8.0,39.0,22.0,37.0,2014
2014-08-28 00:00:00,4,2.0,2.0,8.0,36.0,20.0,35.0,2014
2014-08-28 00:00:00,5,2.0,2.0,8.0,36.0,20.0,27.0,2014
2014-08-28 00:00:00,6,3.0,2.0,10.0,36.0,20.0,31.0,2014
2014-08-28 00:00:00,7,2.0,2.0,10.0,37.0,21.0,31.0,2014
2014-08-28 00:00:00,8,2.0,4.0,12.0,45.0,20.0,36.0,2014
2014-08-28 00:00:00,9,3.0,3.0,9.0,47.0,18.0,47.0,2014
2014-08-28 00:00:00,10,2.0,4.0,9.0,37.0,17.0,45.0,2014
2014-08-28 00:00:00,11,3.0,5.0,10.0,37.0,14.0,48.0,2014
2014-08-28 00:00:00,12,3.0,2.0,4.0,39.0,13.0,58.0,2014
2014-08-28 00:00:00,13,3.0,5.0,14.0,53.0,16.0,46.0,2014
2014-08-28 00:00:00,14,3.0,3.0,13.0,52.0,18.0,47.0,2014
2014-08-28 00:00:00,15,3.0,4.0,10.0,51.0,18.0,53.0,2014
2014-08-28 00:00:00,16,3.0,4.0,10.0,40.0,16.0,53.0,2014
2014-08-28 00:00:00,17,3.0,2.0,10.0,39.0,16.0,58.0,2014
2014-08-28 00:00:00,18,3.0,2.0,8.0,36.0,15.0,64.0,2014
2014-08-28 00:00:00,19,2.0,2.0,7.0,30.0,15.0,52.0,2014
2014-08-28 00:00:00,20,2.0,2.0,7.0,29.0,16.0,46.0,2014
2014-08-28 00:00:00,21,2.0,2.0,8.0,31.0,17.0,38.0,2014
2014-08-28 00:00:00,22,2.0,2.0,18.0,29.0,16.0,22.0,2014
2014-08-28 00:00:00,23,2.0,3.0,23.0,30.0,17.0,12.0,2014
2014-08-28 00:00:00,24,1.0,2.0,11.0,30.0,17.0,22.0,2014
2014-08-29 00:00:00,1,1.0,2.0,11.0,30.0,17.0,19.0,2014
2014-08-29 00:00:00,2,1.0,2.0,17.0,33.0,18.0,13.0,2014
2014-08-29 00:00:00,3,1.0,2.0,15.0,34.0,18.0,14.0,2014
2014-08-29 00:00:00,4,1.0,1.0,12.0,34.0,18.0,21.0,2014
2014-08-29 00:00:00,5,1.0,2.0,11.0,36.0,19.0,23.0,2014
2014-08-29 00:00:00,6,1.0,2.0,14.0,34.0,18.0,18.0,2014
2014-08-29 00:00:00,7,1.0,5.0,14.0,34.0,18.0,21.0,2014
2014-08-29 00:00:00,8,1.0,6.0,16.0,46.0,18.0,25.0,2014
2014-08-29 00:00:00,9,1.0,6.0,13.0,74.0,18.0,30.0,2014
2014-08-29 00:00:00,10,1.0,7.0,14.0,46.0,17.0,34.0,2014
2014-08-29 00:00:00,11,2.0,11.0,20.0,50.0,18.0,34.0,2014
2014-08-29 00:00:00,12,1.0,7.0,16.0,47.0,18.0,43.0,2014
2014-08-29 00:00:00,13,1.0,4.0,10.0,46.0,17.0,58.0,2014
2014-08-29 00:00:00,14,1.0,3.0,9.0,45.0,17.0,61.0,2014
2014-08-29 00:00:00,15,1.0,3.0,8.0,43.0,17.0,58.0,2014
2014-08-29 00:00:00,16,1.0,3.0,8.0,41.0,17.0,63.0,2014
2014-08-29 00:00:00,17,1.0,3.0,7.0,36.0,16.0,70.0,2014
2014-08-29 00:00:00,18,1.0,2.0,9.0,43.0,16.0,58.0,2014
2014-08-29 00:00:00,19,1.0,2.0,12.0,45.0,16.0,47.0,2014
2014-08-29 00:00:00,20,1.0,2.0,14.0,45.0,17.0,38.0,2014
2014-08-29 00:00:00,21,1.0,1.0,15.0,42.0,16.0,33.0,2014
2014-08-29 00:00:00,22,1.0,1.0,17.0,41.0,16.0,30.0,2014
2014-08-29 00:00:00,23,2.0,1.0,17.0,39.0,15.0,28.0,2014
2014-08-29 00:00:00,24,2.0,2.0,16.0,36.0,14.0,28.0,2014
2014-08-30 00:00:00,1,2.0,2.0,13.0,34.0,13.0,30.0,2014
2014-08-30 00:00:00,2,2.0,2.0,10.0,27.0,14.0,31.0,2014
2014-08-30 00:00:00,3,2.0,2.0,7.0,23.0,13.0,42.0,2014
2014-08-30 00:00:00,4,2.0,2.0,6.0,25.0,13.0,40.0,2014
2014-08-30 00:00:00,5,2.0,1.0,6.0,24.0,13.0,39.0,2014
2014-08-30 00:00:00,6,2.0,2.0,7.0,23.0,13.0,39.0,2014
2014-08-30 00:00:00,7,2.0,2.0,9.0,26.0,12.0,41.0,2014
2014-08-30 00:00:00,8,2.0,2.0,7.0,30.0,11.0,50.0,2014
2014-08-30 00:00:00,9,2.0,3.0,9.0,29.0,10.0,52.0,2014
2014-08-30 00:00:00,10,2.0,3.0,8.0,28.0,11.0,57.0,2014
2014-08-30 00:00:00,11,2.0,2.0,6.0,31.0,12.0,65.0,2014
2014-08-30 00:00:00,12,2.0,2.0,6.0,34.0,13.0,68.0,2014
2014-08-30 00:00:00,13,2.0,2.0,5.0,38.0,14.0,69.0,2014
2014-08-30 00:00:00,14,2.0,2.0,5.0,36.0,13.0,77.0,2014
2014-08-30 00:00:00,15,2.0,3.0,6.0,38.0,13.0,71.0,2014
2014-08-30 00:00:00,16,2.0,3.0,7.0,43.0,14.0,53.0,2014
2014-08-30 00:00:00,17,2.0,2.0,7.0,36.0,13.0,56.0,2014
2014-08-30 00:00:00,18,2.0,2.0,7.0,34.0,12.0,61.0,2014
2014-08-30 00:00:00,19,2.0,1.0,10.0,33.0,12.0,46.0,2014
2014-08-30 00:00:00,20,2.0,2.0,10.0,35.0,13.0,38.0,2014
2014-08-30 00:00:00,21,2.0,2.0,9.0,25.0,13.0,38.0,2014
2014-08-30 00:00:00,22,2.0,2.0,12.0,23.0,13.0,31.0,2014
2014-08-30 00:00:00,23,2.0,2.0,11.0,22.0,12.0,29.0,2014
2014-08-30 00:00:00,24,2.0,2.0,12.0,22.0,12.0,26.0,2014
2014-08-31 00:00:00,1,2.0,1.0,12.0,23.0,13.0,27.0,2014
2014-08-31 00:00:00,2,2.0,2.0,9.0,23.0,13.0,28.0,2014
2014-08-31 00:00:00,3,3.0,2.0,10.0,23.0,13.0,23.0,2014
2014-08-31 00:00:00,4,2.0,1.0,8.0,23.0,13.0,24.0,2014
2014-08-31 00:00:00,5,2.0,2.0,7.0,21.0,12.0,25.0,2014
2014-08-31 00:00:00,6,2.0,2.0,9.0,19.0,10.0,25.0,2014
2014-08-31 00:00:00,7,2.0,2.0,10.0,19.0,10.0,21.0,2014
2014-08-31 00:00:00,8,2.0,3.0,7.0,22.0,9.0,35.0,2014
2014-08-31 00:00:00,9,3.0,3.0,6.0,18.0,7.0,42.0,2014
2014-08-31 00:00:00,10,3.0,2.0,5.0,21.0,8.0,50.0,2014
2014-08-31 00:00:00,11,2.0,2.0,5.0,18.0,8.0,56.0,2014
2014-08-31 00:00:00,12,2.0,2.0,4.0,17.0,7.0,62.0,2014
2014-08-31 00:00:00,13,2.0,2.0,4.0,16.0,7.0,66.0,2014
2014-08-31 00:00:00,14,2.0,1.0,3.0,15.0,7.0,68.0,2014
2014-08-31 00:00:00,15,3.0,2.0,3.0,16.0,7.0,67.0,2014
2014-08-31 00:00:00,16,2.0,2.0,3.0,17.0,7.0,57.0,2014
2014-08-31 00:00:00,17,3.0,2.0,5.0,18.0,7.0,53.0,2014
2014-08-31 00:00:00,18,2.0,2.0,8.0,19.0,8.0,45.0,2014
2014-08-31 00:00:00,19,2.0,2.0,8.0,20.0,8.0,42.0,2014
2014-08-31 00:00:00,20,2.0,1.0,9.0,20.0,8.0,38.0,2014
2014-08-31 00:00:00,21,2.0,2.0,10.0,16.0,8.0,35.0,2014
2014-08-31 00:00:00,22,3.0,2.0,9.0,14.0,8.0,32.0,2014
2014-08-31 00:00:00,23,3.0,2.0,7.0,12.0,7.0,34.0,2014
2014-08-31 00:00:00,24,3.0,2.0,6.0,12.0,7.0,35.0,2014
2014-09-01 00:00:00,1,3.0,2.0,5.0,12.0,7.0,34.0,2014
2014-09-01 00:00:00,2,3.0,2.0,4.0,12.0,7.0,32.0,2014
2014-09-01 00:00:00,3,3.0,10.0,22.0,16.0,9.0,13.0,2014
2014-09-01 00:00:00,4,4.0,3.0,11.0,14.0,8.0,18.0,2014
2014-09-01 00:00:00,5,3.0,2.0,13.0,14.0,8.0,15.0,2014
2014-09-01 00:00:00,6,3.0,2.0,13.0,14.0,8.0,17.0,2014
2014-09-01 00:00:00,7,3.0,2.0,9.0,14.0,8.0,25.0,2014
2014-09-01 00:00:00,8,3.0,3.0,7.0,16.0,7.0,29.0,2014
2014-09-01 00:00:00,9,3.0,2.0,5.0,14.0,7.0,37.0,2014
2014-09-01 00:00:00,10,3.0,2.0,4.0,13.0,7.0,43.0,2014
2014-09-01 00:00:00,11,3.0,2.0,3.0,14.0,7.0,49.0,2014
2014-09-01 00:00:00,12,3.0,2.0,3.0,14.0,7.0,55.0,2014
2014-09-01 00:00:00,13,3.0,2.0,3.0,13.0,7.0,64.0,2014
2014-09-01 00:00:00,14,2.0,2.0,4.0,12.0,6.0,66.0,2014
2014-09-01 00:00:00,15,3.0,6.0,14.0,13.0,6.0,45.0,2014
2014-09-01 00:00:00,16,4.0,5.0,18.0,13.0,6.0,36.0,2014
2014-09-01 00:00:00,17,4.0,4.0,16.0,13.0,6.0,37.0,2014
2014-09-01 00:00:00,18,3.0,2.0,4.0,15.0,7.0,52.0,2014
2014-09-01 00:00:00,19,3.0,2.0,7.0,15.0,6.0,51.0,2014
2014-09-01 00:00:00,20,3.0,2.0,6.0,13.0,6.0,52.0,2014
2014-09-01 00:00:00,21,3.0,1.0,6.0,14.0,6.0,50.0,2014
2014-09-01 00:00:00,22,2.0,1.0,5.0,15.0,7.0,49.0,2014
2014-09-01 00:00:00,23,2.0,2.0,5.0,16.0,7.0,47.0,2014
2014-09-01 00:00:00,24,2.0,2.0,5.0,15.0,7.0,45.0,2014
2014-09-02 00:00:00,1,2.0,2.0,7.0,16.0,8.0,30.0,2014
2014-09-02 00:00:00,2,2.0,2.0,7.0,17.0,9.0,29.0,2014
2014-09-02 00:00:00,3,2.0,2.0,6.0,15.0,8.0,29.0,2014
2014-09-02 00:00:00,4,2.0,2.0,4.0,14.0,8.0,38.0,2014
2014-09-02 00:00:00,5,2.0,2.0,4.0,13.0,8.0,35.0,2014
2014-09-02 00:00:00,6,2.0,1.0,4.0,13.0,8.0,38.0,2014
2014-09-02 00:00:00,7,2.0,1.0,6.0,14.0,8.0,37.0,2014
2014-09-02 00:00:00,8,2.0,3.0,8.0,15.0,6.0,45.0,2014
2014-09-02 00:00:00,9,2.0,4.0,8.0,16.0,7.0,49.0,2014
2014-09-02 00:00:00,10,2.0,3.0,11.0,19.0,7.0,48.0,2014
2014-09-02 00:00:00,11,2.0,3.0,8.0,36.0,9.0,60.0,2014
2014-09-02 00:00:00,12,2.0,3.0,7.0,25.0,8.0,66.0,2014
2014-09-02 00:00:00,13,2.0,2.0,5.0,16.0,7.0,67.0,2014
2014-09-02 00:00:00,14,2.0,2.0,5.0,14.0,7.0,64.0,2014
2014-09-02 00:00:00,15,2.0,3.0,5.0,12.0,6.0,60.0,2014
2014-09-02 00:00:00,16,2.0,4.0,12.0,13.0,6.0,51.0,2014
2014-09-02 00:00:00,17,2.0,2.0,11.0,16.0,8.0,52.0,2014
2014-09-02 00:00:00,18,2.0,2.0,9.0,17.0,7.0,53.0,2014
2014-09-02 00:00:00,19,2.0,2.0,6.0,12.0,7.0,54.0,2014
2014-09-02 00:00:00,20,2.0,2.0,13.0,13.0,8.0,42.0,2014
2014-09-02 00:00:00,21,2.0,2.0,5.0,12.0,7.0,51.0,2014
2014-09-02 00:00:00,22,2.0,2.0,3.0,12.0,7.0,50.0,2014
2014-09-02 00:00:00,23,2.0,2.0,4.0,13.0,8.0,40.0,2014
2014-09-02 00:00:00,24,2.0,2.0,6.0,14.0,8.0,31.0,2014
2014-09-03 00:00:00,1,2.0,2.0,6.0,15.0,8.0,36.0,2014
2014-09-03 00:00:00,2,2.0,2.0,6.0,18.0,10.0,34.0,2014
2014-09-03 00:00:00,3,2.0,2.0,8.0,16.0,9.0,35.0,2014
2014-09-03 00:00:00,4,2.0,1.0,8.0,15.0,8.0,38.0,2014
2014-09-03 00:00:00,5,3.0,1.0,20.0,18.0,10.0,25.0,2014
2014-09-03 00:00:00,6,3.0,2.0,14.0,17.0,9.0,28.0,2014
2014-09-03 00:00:00,7,2.0,2.0,7.0,12.0,6.0,39.0,2014
2014-09-03 00:00:00,8,2.0,2.0,7.0,12.0,7.0,43.0,2014
2014-09-03 00:00:00,9,2.0,4.0,11.0,14.0,7.0,44.0,2014
2014-09-03 00:00:00,10,2.0,5.0,14.0,15.0,7.0,44.0,2014
2014-09-03 00:00:00,11,3.0,3.0,11.0,16.0,8.0,54.0,2014
2014-09-03 00:00:00,12,2.0,3.0,7.0,23.0,8.0,66.0,2014
2014-09-03 00:00:00,13,2.0,2.0,3.0,14.0,8.0,75.0,2014
2014-09-03 00:00:00,14,2.0,2.0,4.0,15.0,8.0,74.0,2014
2014-09-03 00:00:00,15,2.0,2.0,5.0,16.0,7.0,67.0,2014
2014-09-03 00:00:00,16,2.0,2.0,4.0,16.0,7.0,56.0,2014
2014-09-03 00:00:00,17,2.0,2.0,3.0,12.0,5.0,48.0,2014
2014-09-03 00:00:00,18,2.0,2.0,5.0,12.0,5.0,48.0,2014
2014-09-03 00:00:00,19,2.0,2.0,6.0,12.0,5.0,41.0,2014
2014-09-03 00:00:00,20,2.0,2.0,18.0,11.0,6.0,37.0,2014
2014-09-03 00:00:00,21,3.0,2.0,10.0,11.0,6.0,47.0,2014
2014-09-03 00:00:00,22,2.0,1.0,9.0,13.0,8.0,39.0,2014
2014-09-03 00:00:00,23,1.0,1.0,11.0,14.0,8.0,31.0,2014
2014-09-03 00:00:00,24,1.0,2.0,14.0,12.0,7.0,34.0,2014
2014-09-04 00:00:00,1,1.0,2.0,11.0,13.0,7.0,31.0,2014
2014-09-04 00:00:00,2,1.0,2.0,8.0,13.0,8.0,29.0,2014
2014-09-04 00:00:00,3,1.0,2.0,8.0,12.0,7.0,37.0,2014
2014-09-04 00:00:00,4,1.0,2.0,7.0,14.0,8.0,39.0,2014
2014-09-04 00:00:00,5,1.0,2.0,5.0,15.0,9.0,38.0,2014
2014-09-04 00:00:00,6,1.0,2.0,7.0,15.0,9.0,33.0,2014
2014-09-04 00:00:00,7,1.0,2.0,9.0,17.0,9.0,30.0,2014
2014-09-04 00:00:00,8,1.0,6.0,11.0,16.0,8.0,34.0,2014
2014-09-04 00:00:00,9,2.0,7.0,16.0,18.0,8.0,33.0,2014
2014-09-04 00:00:00,10,2.0,7.0,17.0,16.0,8.0,34.0,2014
2014-09-04 00:00:00,11,2.0,4.0,10.0,15.0,8.0,47.0,2014
2014-09-04 00:00:00,12,1.0,2.0,5.0,18.0,7.0,58.0,2014
2014-09-04 00:00:00,13,1.0,2.0,4.0,13.0,6.0,57.0,2014
2014-09-04 00:00:00,14,1.0,2.0,4.0,13.0,7.0,57.0,2014
2014-09-04 00:00:00,15,1.0,2.0,4.0,14.0,7.0,55.0,2014
2014-09-04 00:00:00,16,1.0,2.0,5.0,15.0,7.0,54.0,2014
2014-09-04 00:00:00,17,1.0,2.0,4.0,15.0,7.0,58.0,2014
2014-09-04 00:00:00,18,1.0,2.0,6.0,17.0,8.0,64.0,2014
2014-09-04 00:00:00,19,1.0,2.0,15.0,16.0,8.0,42.0,2014
2014-09-04 00:00:00,20,1.0,2.0,23.0,16.0,9.0,28.0,2014
2014-09-04 00:00:00,21,1.0,1.0,9.0,13.0,8.0,44.0,2014
2014-09-04 00:00:00,22,1.0,2.0,6.0,15.0,8.0,39.0,2014
2014-09-04 00:00:00,23,2.0,2.0,14.0,17.0,9.0,28.0,2014
2014-09-04 00:00:00,24,2.0,2.0,15.0,19.0,11.0,21.0,2014
2014-09-05 00:00:00,1,2.0,1.0,12.0,19.0,11.0,26.0,2014
2014-09-05 00:00:00,2,2.0,1.0,13.0,21.0,12.0,27.0,2014
2014-09-05 00:00:00,3,2.0,2.0,14.0,21.0,13.0,22.0,2014
2014-09-05 00:00:00,4,2.0,2.0,9.0,21.0,13.0,27.0,2014
2014-09-05 00:00:00,5,2.0,2.0,10.0,21.0,13.0,26.0,2014
2014-09-05 00:00:00,6,2.0,2.0,9.0,19.0,12.0,29.0,2014
2014-09-05 00:00:00,7,3.0,2.0,8.0,20.0,12.0,33.0,2014
2014-09-05 00:00:00,8,3.0,2.0,7.0,18.0,8.0,40.0,2014
2014-09-05 00:00:00,9,2.0,2.0,8.0,15.0,7.0,44.0,2014
2014-09-05 00:00:00,10,3.0,7.0,19.0,16.0,8.0,28.0,2014
2014-09-05 00:00:00,11,3.0,3.0,9.0,14.0,7.0,39.0,2014
2014-09-05 00:00:00,12,2.0,3.0,7.0,13.0,7.0,44.0,2014
2014-09-05 00:00:00,13,2.0,3.0,9.0,15.0,8.0,50.0,2014
2014-09-05 00:00:00,14,2.0,2.0,7.0,16.0,7.0,62.0,2014
2014-09-05 00:00:00,15,2.0,3.0,6.0,15.0,7.0,69.0,2014
2014-09-05 00:00:00,16,2.0,3.0,6.0,14.0,7.0,71.0,2014
2014-09-05 00:00:00,17,2.0,3.0,6.0,13.0,7.0,71.0,2014
2014-09-05 00:00:00,18,2.0,2.0,10.0,12.0,7.0,44.0,2014
2014-09-05 00:00:00,19,4.0,16.0,26.0,12.0,7.0,8.0,2014
2014-09-05 00:00:00,20,4.0,5.0,18.0,12.0,7.0,14.0,2014
2014-09-05 00:00:00,21,2.0,2.0,7.0,13.0,8.0,26.0,2014
2014-09-05 00:00:00,22,3.0,2.0,12.0,15.0,8.0,16.0,2014
2014-09-05 00:00:00,23,2.0,1.0,14.0,17.0,9.0,12.0,2014
2014-09-05 00:00:00,24,1.0,2.0,16.0,17.0,9.0,9.0,2014
2014-09-06 00:00:00,1,2.0,2.0,12.0,16.0,9.0,13.0,2014
2014-09-06 00:00:00,2,1.0,2.0,8.0,15.0,8.0,18.0,2014
2014-09-06 00:00:00,3,1.0,1.0,9.0,13.0,8.0,20.0,2014
2014-09-06 00:00:00,4,1.0,2.0,8.0,14.0,8.0,25.0,2014
2014-09-06 00:00:00,5,1.0,2.0,9.0,15.0,8.0,17.0,2014
2014-09-06 00:00:00,6,2.0,9.0,20.0,13.0,8.0,6.0,2014
2014-09-06 00:00:00,7,2.0,7.0,17.0,16.0,8.0,8.0,2014
2014-09-06 00:00:00,8,2.0,3.0,10.0,15.0,8.0,19.0,2014
2014-09-06 00:00:00,9,1.0,2.0,5.0,13.0,7.0,29.0,2014
2014-09-06 00:00:00,10,2.0,3.0,5.0,14.0,7.0,36.0,2014
2014-09-06 00:00:00,11,1.0,2.0,4.0,15.0,7.0,44.0,2014
2014-09-06 00:00:00,12,1.0,2.0,4.0,13.0,7.0,50.0,2014
2014-09-06 00:00:00,13,1.0,2.0,5.0,15.0,7.0,53.0,2014
2014-09-06 00:00:00,14,1.0,2.0,4.0,15.0,7.0,54.0,2014
2014-09-06 00:00:00,15,1.0,2.0,3.0,16.0,7.0,46.0,2014
2014-09-06 00:00:00,16,1.0,2.0,3.0,16.0,6.0,46.0,2014
2014-09-06 00:00:00,17,1.0,2.0,3.0,12.0,5.0,34.0,2014
2014-09-06 00:00:00,18,1.0,2.0,4.0,14.0,6.0,28.0,2014
2014-09-06 00:00:00,19,1.0,2.0,5.0,14.0,6.0,25.0,2014
2014-09-06 00:00:00,20,2.0,6.0,21.0,13.0,8.0,11.0,2014
2014-09-06 00:00:00,21,1.0,2.0,8.0,13.0,8.0,27.0,2014
2014-09-06 00:00:00,22,1.0,1.0,7.0,11.0,6.0,25.0,2014
2014-09-06 00:00:00,23,2.0,2.0,4.0,11.0,6.0,28.0,2014
2014-09-06 00:00:00,24,2.0,2.0,4.0,12.0,6.0,24.0,2014
2014-09-07 00:00:00,1,2.0,2.0,7.0,13.0,8.0,17.0,2014
2014-09-07 00:00:00,2,2.0,2.0,8.0,15.0,8.0,22.0,2014
2014-09-07 00:00:00,3,2.0,2.0,6.0,14.0,8.0,21.0,2014
2014-09-07 00:00:00,4,2.0,1.0,4.0,12.0,7.0,27.0,2014
2014-09-07 00:00:00,5,2.0,2.0,3.0,12.0,6.0,32.0,2014
2014-09-07 00:00:00,6,2.0,1.0,2.0,10.0,5.0,39.0,2014
2014-09-07 00:00:00,7,2.0,2.0,2.0,10.0,5.0,38.0,2014
2014-09-07 00:00:00,8,2.0,2.0,3.0,11.0,5.0,39.0,2014
2014-09-07 00:00:00,9,2.0,2.0,4.0,12.0,6.0,38.0,2014
2014-09-07 00:00:00,10,2.0,2.0,4.0,12.0,6.0,45.0,2014
2014-09-07 00:00:00,11,2.0,2.0,3.0,11.0,5.0,53.0,2014
2014-09-07 00:00:00,12,2.0,2.0,2.0,11.0,5.0,54.0,2014
2014-09-07 00:00:00,13,2.0,2.0,3.0,12.0,5.0,57.0,2014
2014-09-07 00:00:00,14,2.0,2.0,3.0,12.0,5.0,58.0,2014
2014-09-07 00:00:00,15,2.0,2.0,3.0,12.0,5.0,57.0,2014
2014-09-07 00:00:00,16,2.0,2.0,4.0,14.0,5.0,59.0,2014
2014-09-07 00:00:00,17,2.0,2.0,3.0,17.0,5.0,58.0,2014
2014-09-07 00:00:00,18,2.0,2.0,3.0,15.0,5.0,53.0,2014
2014-09-07 00:00:00,19,2.0,2.0,3.0,15.0,6.0,51.0,2014
2014-09-07 00:00:00,20,3.0,2.0,12.0,16.0,9.0,38.0,2014
2014-09-07 00:00:00,21,2.0,2.0,22.0,17.0,9.0,29.0,2014
2014-09-07 00:00:00,22,3.0,2.0,15.0,15.0,8.0,31.0,2014
2014-09-07 00:00:00,23,2.0,2.0,7.0,12.0,6.0,42.0,2014
2014-09-07 00:00:00,24,2.0,2.0,9.0,12.0,7.0,45.0,2014
2014-09-08 00:00:00,1,2.0,2.0,3.0,12.0,6.0,47.0,2014
2014-09-08 00:00:00,2,2.0,1.0,3.0,12.0,7.0,43.0,2014
2014-09-08 00:00:00,3,2.0,1.0,4.0,13.0,7.0,40.0,2014
2014-09-08 00:00:00,4,2.0,1.0,3.0,13.0,7.0,47.0,2014
2014-09-08 00:00:00,5,2.0,2.0,5.0,12.0,7.0,46.0,2014
2014-09-08 00:00:00,6,2.0,2.0,7.0,12.0,7.0,41.0,2014
2014-09-08 00:00:00,7,2.0,2.0,4.0,12.0,6.0,50.0,2014
2014-09-08 00:00:00,8,2.0,2.0,4.0,12.0,5.0,63.0,2014
2014-09-08 00:00:00,9,2.0,2.0,5.0,12.0,5.0,68.0,2014
2014-09-08 00:00:00,10,2.0,2.0,5.0,15.0,6.0,69.0,2014
2014-09-08 00:00:00,11,2.0,2.0,6.0,14.0,5.0,70.0,2014
2014-09-08 00:00:00,12,3.0,2.0,6.0,15.0,5.0,69.0,2014
2014-09-08 00:00:00,13,2.0,2.0,4.0,16.0,5.0,67.0,2014
2014-09-08 00:00:00,14,2.0,2.0,3.0,28.0,6.0,66.0,2014
2014-09-08 00:00:00,15,2.0,2.0,3.0,12.0,4.0,65.0,2014
2014-09-08 00:00:00,16,2.0,2.0,4.0,12.0,4.0,64.0,2014
2014-09-08 00:00:00,17,2.0,2.0,4.0,11.0,3.0,61.0,2014
2014-09-08 00:00:00,18,2.0,2.0,4.0,12.0,3.0,58.0,2014
2014-09-08 00:00:00,19,2.0,1.0,6.0,11.0,3.0,54.0,2014
2014-09-08 00:00:00,20,2.0,2.0,6.0,10.0,4.0,53.0,2014
2014-09-08 00:00:00,21,2.0,2.0,5.0,9.0,4.0,50.0,2014
